Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Social Network Analysis and Mining","Social Network Analysis and Mining","","1 / 2011 - 8 / 2018","","","","","http://link.springer.com/journal/13278","Journal"
"Journal of Population Research","Journal of Population Research","","1 / 1984 - 35 / 2018","","","","","http://link.springer.com/journal/12546","Journal"
"Korean Journal of Chemical Engineering","Korean Journal of Chemical Engineering","","1 / 1984 - 35 / 2018","","","","","http://link.springer.com/journal/11814","Journal"
"EURASIP Journal on Audio, Speech, and Music Processing","EURASIP Journal on Audio, Speech, and Music Processing","","2007 / 2007 - 2018 / 2018","","","","","http://link.springer.com/journal/13636","Journal"
"Cell Stress and Chaperones","Cell Stress and Chaperones","","13 / 2008 - 23 / 2018","","","","","http://link.springer.com/journal/12192","Journal"
"BMC Palliative Care","BMC Palliative Care","","1 / 2002 - 17 / 2018","","","","","http://link.springer.com/journal/12904","Journal"
"Frontiers of Electrical and Electronic Engineering","Frontiers of Electrical and Electronic Engineering","","1 / 2006 - 7 / 2012","","","","","http://link.springer.com/journal/11460","Journal"
"International Journal of Applied Positive Psychology","International Journal of Applied Positive Psychology","","1 / 2016","","","","","http://link.springer.com/journal/41042","Journal"
"Knowledge and Information Systems","Knowledge and Information Systems","","1 / 1999 - 55 / 2018","","","","","http://link.springer.com/journal/10115","Journal"
"Geoheritage","Geoheritage","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/12371","Journal"
"Mycotoxin Research","Mycotoxin Research","","1 / 1985 - 34 / 2018","","","","","http://link.springer.com/journal/12550","Journal"
"Social Indicators Research","Social Indicators Research","","1 / 1975 - 137 / 2018","","","","","http://link.springer.com/journal/11205","Journal"
"Pediatric Radiology","Pediatric Radiology","","1 / 1973 - 48 / 2018","","","","","http://link.springer.com/journal/247","Journal"
"Studies in Comparative International Development","Studies in Comparative International Development","","1 / 1965 - 53 / 2018","","","","","http://link.springer.com/journal/12116","Journal"
"EURASIP Journal on Image and Video Processing","EURASIP Journal on Image and Video Processing","","2007 / 2007 - 2018 / 2018","","","","","http://link.springer.com/journal/13640","Journal"
"Psychological Research","Psychological Research","","1 / 1922 - 82 / 2018","","","","","http://link.springer.com/journal/426","Journal"
"Infectious Agents and Cancer","Infectious Agents and Cancer","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/13027","Journal"
"Journal of Evolution Equations","Journal of Evolution Equations","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/28","Journal"
"Monatshefte für Mathematik","Monatshefte für Mathematik","","1 / 1890 - 186 / 2018","","","","","http://link.springer.com/journal/605","Journal"
"BioChip Journal","BioChip Journal","","4 / 2010 - 12 / 2018","","","","","http://link.springer.com/journal/13206","Journal"
"European Journal of Mathematics","European Journal of Mathematics","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40879","Journal"
"Molecular Diversity","Molecular Diversity","","1 / 1996 - 22 / 2018","","","","","http://link.springer.com/journal/11030","Journal"
"Immunogenetics","Immunogenetics","","1 / 1974 - 70 / 2018","","","","","http://link.springer.com/journal/251","Journal"
"Journal für Klinische Endokrinologie und Stoffwechsel","Journal für Klinische Endokrinologie und Stoffwechsel","","10 / 2017 - 11 / 2018","","","","","http://link.springer.com/journal/41969","Journal"
"Medical Microbiology and Immunology","Medical Microbiology and Immunology","","1 / 1886 - 207 / 2018","","","","","http://link.springer.com/journal/430","Journal"
"Conflict and Health","Conflict and Health","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/13031","Journal"
"Milan Journal of Mathematics","Milan Journal of Mathematics","","1 / 1927 - 85 / 2017","","","","","http://link.springer.com/journal/32","Journal"
"Regenerative Engineering and Translational Medicine","Regenerative Engineering and Translational Medicine","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40883","Journal"
"Functional Analysis and Its Applications","Functional Analysis and Its Applications","","1 / 1967 - 52 / 2018","","","","","http://link.springer.com/journal/10688","Journal"
"International Journal of Anthropology","International Journal of Anthropology","","1 / 1986 - 21 / 2006","","","","","http://link.springer.com/journal/11599","Journal"
"Journal of Biological Physics","Journal of Biological Physics","","1 / 1973 - 44 / 2018","","","","","http://link.springer.com/journal/10867","Journal"
"MTZ - Motortechnische Zeitschrift","MTZ - Motortechnische Zeitschrift","","59 / 1998 - 79 / 2018","","","","","http://link.springer.com/journal/35146","Journal"
"Journal für Urologie und Urogynäkologie/Schweiz","Journal für Urologie und Urogynäkologie/Schweiz","","19 / 2017 - 20 / 2018","","","","","http://link.springer.com/journal/41973","Journal"
"Psychonomic Science","Psychonomic Science","","1 / 1964 - 29 / 1972","","","","","http://link.springer.com/journal/40628","Journal"
"China-EU Law Journal","China-EU Law Journal","","1 / 2013 - 5 / 2016","","","","","http://link.springer.com/journal/12689","Journal"
"Journal of Contemporary Mathematical Analysis (Armenian Academy of Sciences)","Journal of Contemporary Mathematical Analysis (Armenian Academy of Sciences)","","42 / 2007 - 53 / 2018","","","","","http://link.springer.com/journal/11957","Journal"
"International Journal of Energy and Environmental Engineering","International Journal of Energy and Environmental Engineering","","3 / 2012 - 9 / 2018","","","","","http://link.springer.com/journal/40095","Journal"
"Renewables: Wind, Water, and Solar","Renewables: Wind, Water, and Solar","","2 / 2015 - 5 / 2018","","","","","http://link.springer.com/journal/40807","Journal"
"BMC Neuroscience","BMC Neuroscience","","1 / 2000 - 19 / 2018","","","","","http://link.springer.com/journal/12868","Journal"
"Fibre Chemistry","Fibre Chemistry","","1 / 1969 - 49 / 2017","","","","","http://link.springer.com/journal/10692","Journal"
"PharmacoEconomics & Outcomes News","PharmacoEconomics & Outcomes News","","1 / 1994 - 802 / 2018","","","","","http://link.springer.com/journal/40274","Journal"
"Zorg + Welzijn","Zorg + Welzijn","","22 / 2016 - 24 / 2018","","","","","http://link.springer.com/journal/41185","Journal"
"Journal of Career Development","Journal of Career Development","","13 / 1987 - 31 / 2005","","","","","http://link.springer.com/journal/10871","Journal"
"Portuguese Economic Journal","Portuguese Economic Journal","","1 / 2002 - 17 / 2018","","","","","http://link.springer.com/journal/10258","Journal"
"Frontiers of Business Research in China","Frontiers of Business Research in China","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11782","Journal"
"African Archaeological Review","African Archaeological Review","","1 / 1983 - 35 / 2018","","","","","http://link.springer.com/journal/10437","Journal"
"Journal of Superhard Materials","Journal of Superhard Materials","","29 / 2007 - 40 / 2018","","","","","http://link.springer.com/journal/11961","Journal"
"Journal of Well-Being Assessment","Journal of Well-Being Assessment","","","","","","","http://link.springer.com/journal/41543","Journal"
"Cytotechnology","Cytotechnology","","1 / 1988 - 70 / 2018","","","","","http://link.springer.com/journal/10616","Journal"
"BMC Cardiovascular Disorders","BMC Cardiovascular Disorders","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/12872","Journal"
"Contemporary Problems of Ecology","Contemporary Problems of Ecology","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/12259","Journal"
"Materials and Structures","Materials and Structures","","1 / 1968 - 51 / 2018","","","","","http://link.springer.com/journal/11527","Journal"
"Applied Network Science","Applied Network Science","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41109","Journal"
"Frontiers of Materials Science","Frontiers of Materials Science","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11706","Journal"
"Journal of Civil Structural Health Monitoring","Journal of Civil Structural Health Monitoring","","1 / 2011 - 8 / 2018","","","","","http://link.springer.com/journal/13349","Journal"
"Russian Journal of Coordination Chemistry","Russian Journal of Coordination Chemistry","","26 / 2000 - 44 / 2018","","","","","http://link.springer.com/journal/11173","Journal"
"Acta Biotheoretica","Acta Biotheoretica","","1 / 1936 - 66 / 2018","","","","","http://link.springer.com/journal/10441","Journal"
"Digestive Diseases and Sciences","Digestive Diseases and Sciences","","1 / 1956 - 63 / 2018","","","","","http://link.springer.com/journal/10620","Journal"
"European Journal of Nutrition","European Journal of Nutrition","","1 / 1960 - 57 / 2018","","","","","http://link.springer.com/journal/394","Journal"
"Genes & Nutrition","Genes & Nutrition","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/12263","Journal"
"Managementforschung","Managementforschung","","26 / 2016 - 27 / 2017","","","","","http://link.springer.com/journal/41113","Journal"
"Journal of Internet Services and Applications","Journal of Internet Services and Applications","","1 / 2010 - 9 / 2018","","","","","http://link.springer.com/journal/13174","Journal"
"Neurochemical Journal","Neurochemical Journal","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11710","Journal"
"Journal of Applied Genetics","Journal of Applied Genetics","","47 / 2006 - 59 / 2018","","","","","http://link.springer.com/journal/13353","Journal"
"International Journal on Interactive Design and Manufacturing (IJIDeM)","International Journal on Interactive Design and Manufacturing (IJIDeM)","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/12008","Journal"
"Algebra Colloquium","Algebra Colloquium","","7 / 2000 - 10 / 2003","","","","","http://link.springer.com/journal/10011","Journal"
"Phytochemistry Reviews","Phytochemistry Reviews","","1 / 2002 - 17 / 2018","","","","","http://link.springer.com/journal/11101","Journal"
"Cardiovascular Toxicology","Cardiovascular Toxicology","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/12012","Journal"
"Academic Psychiatry","Academic Psychiatry","","1 / 1977 - 42 / 2018","","","","","http://link.springer.com/journal/40596","Journal"
"BHM Berg- und Hüttenmännische Monatshefte","BHM Berg- und Hüttenmännische Monatshefte","","150 / 2005 - 163 / 2018","","","","","http://link.springer.com/journal/501","Journal"
"BMC Sports Science, Medicine and Rehabilitation","BMC Sports Science, Medicine and Rehabilitation","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/13102","Journal"
"Irish Journal of Medical Science (1926-1967)","Irish Journal of Medical Science (1926-1967)","","1 / 1926 - 42 / 1967","","","","","http://link.springer.com/journal/40775","Journal"
"Journal of Formative Design in Learning","Journal of Formative Design in Learning","","1 / 2017 - 2 / 2018","","","","","http://link.springer.com/journal/41686","Journal"
"Huisarts Nu","Huisarts Nu","","44 / 2015 - 46 / 2017","","","","","http://link.springer.com/journal/40954","Journal"
"Journal of Poetry Therapy","Journal of Poetry Therapy","","1 / 1988 - 15 / 2001","","","","","http://link.springer.com/journal/10938","Journal"
"Climatic Change","Climatic Change","","1 / 1977 - 147 / 2018","","","","","http://link.springer.com/journal/10584","Journal"
"Journal of Interaction Science","Journal of Interaction Science","","1 / 2013 - 4 / 2016","","","","","http://link.springer.com/journal/40166","Journal"
"International Journal for Equity in Health","International Journal for Equity in Health","","1 / 2002 - 17 / 2018","","","","","http://link.springer.com/journal/12939","Journal"
"Petrology","Petrology","","14 / 2006 - 26 / 2018","","","","","http://link.springer.com/journal/11495","Journal"
"Advances in Simulation","Advances in Simulation","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41077","Journal"
"International Journal of Science and Mathematics Education","International Journal of Science and Mathematics Education","","1 / 2005 - 16 / 2018","","","","","http://link.springer.com/journal/10763","Journal"
"International Journal of Bipolar Disorders","International Journal of Bipolar Disorders","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40345","Journal"
"Global Health Research and Policy","Global Health Research and Policy","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41256","Journal"
